1.500000000000000000e+01,1.350000000000000000e+02,-8.379367065429687500e+01
2.230000000000000000e+02,1.440000000000000000e+02,-9.489873504638671875e+01
1.310000000000000000e+02,7.700000000000000000e+01,1.841065788269042969e+01
1.280000000000000000e+02,8.600000000000000000e+01,3.503646469116210938e+01
1.280000000000000000e+02,9.600000000000000000e+01,5.224413681030273438e+01
1.280000000000000000e+02,1.050000000000000000e+02,6.005601882934570312e+01
6.700000000000000000e+01,9.000000000000000000e+01,-6.245284557342529297e+00
7.900000000000000000e+01,8.000000000000000000e+01,6.351890563964843750e-01
9.200000000000000000e+01,8.000000000000000000e+01,3.732301890850067139e-01
1.010000000000000000e+02,8.600000000000000000e+01,-1.141659379005432129e+00
9.200000000000000000e+01,9.000000000000000000e+01,3.372011423110961914e+00
7.600000000000000000e+01,9.000000000000000000e+01,1.584549069404602051e+00
1.560000000000000000e+02,9.000000000000000000e+01,-2.892003297805786133e+00
1.680000000000000000e+02,8.300000000000000000e+01,-2.630065441131591797e+00
1.770000000000000000e+02,8.600000000000000000e+01,-3.695960044860839844e+00
1.860000000000000000e+02,9.600000000000000000e+01,-1.176696014404296875e+01
1.770000000000000000e+02,9.600000000000000000e+01,-2.987579822540283203e+00
1.650000000000000000e+02,9.300000000000000000e+01,3.770465254783630371e-01
